case_id,step,time_s,path_coordinate,nsub,accepted_substeps,reversal_registered,deps_xx,deps_yy,deps_zz,deps_xy,deps_yz,deps_xz,strain_total_xx,strain_total_yy,strain_total_zz,strain_total_xy,strain_total_yz,strain_total_xz,engineering_gamma_xz,mean_effective_pressure,q,ru_vertical,ru_mean,compatibility_residual,stress_xx,stress_yy,stress_zz,stress_xy,stress_yz,stress_xz,alpha_xx,alpha_yy,alpha_zz,alpha_xy,alpha_yz,alpha_xz,alpha0_xx,alpha0_yy,alpha0_zz,alpha0_xy,alpha0_yz,alpha0_xz,alpha01_xx,alpha01_yy,alpha01_zz,alpha01_xy,alpha01_yz,alpha01_xz,n_xx,n_yy,n_zz,n_xy,n_yz,n_xz,fabric_xx,fabric_yy,fabric_zz,fabric_xy,fabric_yz,fabric_xz,D,beta,lambda_total,ep_eq_since_reversal,void_ratio,reversals,pressure_floor_hits,denominator_floor_hits,beta_fallbacks,eps_v_total,eps_v_confining,eps_v_irreversible,eps_v_reversible,pressure_anchor,D_ir,D_re,last_reversal_deviator_xx,last_reversal_deviator_yy,last_reversal_deviator_zz,last_reversal_deviator_xy,last_reversal_deviator_yz,last_reversal_deviator_xz,cyclic_amplitude,amplitude_factor,amplitude_reversals,initial_relative_state,state_contraction_factor,effective_knee_ratio,geostatic_deviator_xx,geostatic_deviator_yy,geostatic_deviator_zz,geostatic_deviator_xy,geostatic_deviator_yz,geostatic_deviator_xz,static_bias_tensor_xx,static_bias_tensor_yy,static_bias_tensor_zz,static_bias_tensor_xy,static_bias_tensor_yz,static_bias_tensor_xz,cyclic_direction_xx,cyclic_direction_yy,cyclic_direction_zz,cyclic_direction_xy,cyclic_direction_yz,cyclic_direction_xz,static_bias_index,cyclic_phase_active,bias_ratchet_strain,physical_eps_v_total,bias_reversible_volume,last_host_deviatoric_strain_direction_xx,last_host_deviatoric_strain_direction_yy,last_host_deviatoric_strain_direction_zz,last_host_deviatoric_strain_direction_xy,last_host_deviatoric_strain_direction_yz,last_host_deviatoric_strain_direction_xz
cyclic_bias025_reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.266666666666666,26.913936910084338,0.0,0.0,0,-19.4,-19.4,-40.0,0.0,0.0,10.0,0.2614213197969544,0.2614213197969544,-0.5228426395939088,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022762513538476494,1000.0,0.0,0.0,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.266666666666666,0.022762513538476494,0.0,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cyclic_bias025_reference,1,0.001,0.03125,1,1,0,0,0,0,0,0,0.00048772580504032064,0,0,0,0,0,0.00048772580504032064,0.00097545161008064129,26.266666666666666,33.56461631174718,0.136383172266475,0.0,0,-22.1276634453295,-22.1276634453295,-34.544673109341,0.0,0.0,18.003715719804898,0.1575762647717195,0.1575762647717195,-0.315152529543439,0.0,0.0,0.685420649231151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1510287774757549,0.1510287774757549,-0.3020575549515098,0.0,0.0,0.6569405795979852,0.0,0.0,0.0,0.0,0.0,0.0,-0.02358123698917461,1e-06,0.0,0.0,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.266666666666666,0.0,-0.02358123698917461,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
cyclic_bias025_reference,2,0.002,0.0625,1,1,0,0,0,0,0,0,0.00046898277587240387,0,0,0,0,0,0.00095670858091272452,0.001913417161825449,26.89611004769767,34.367598118928925,0.30657013231185704,-0.023963580496104253,0,-26.475567717783647,-26.475567717783647,-27.737194707525717,0.0,0.0,19.82876780339583,0.015635804923768943,0.015635804923768943,-0.031271609847537886,0.0,0.0,0.737235524699721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01498670520945095,0.01498670520945095,-0.0299734104189019,0.0,0.0,0.7066301691839197,-0.0041887145731866115,-0.0041887145731866115,0.008377429146373223,0.0,0.0,-0.018219948710910306,-0.023571448146908237,1e-06,0.0006001901526770971,0.0006001901526770971,0.601,0.0,0.0,0.0,0.0,0.0,-1.4153226228847518e-05,0.0,1.4153226228847518e-05,26.266666666666666,0.0,-0.023571448146908237,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_reference,3,0.0030000000000000001,0.09375,1,1,0,0,0,0,0,0,0.00043221700163628089,0,0,0,0,0,0.0013889255825490054,0.0027778511650980108,27.529424892784675,35.175477882222935,0.3091822087570566,-0.048074551755761696,0,-27.47778151431815,-27.47778151431815,-27.632711649717734,0.0,0.0,20.308374634584453,0.00187593379330149,0.00187593379330149,-0.0037518675866028512,0.0,0.0,0.7376970174159786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017981266133752485,0.0017981266133752485,-0.0035962532267503735,0.0,0.0,0.7070999223745161,-0.004565340238796339,-0.004565340238796339,0.009130680477592678,0.0,0.0,-0.037486625408256674,-0.023561760421106602,1e-06,0.0011951737966862277,0.0011951737966862277,0.601,0.0,0.0,0.0,0.0,0.0,-2.817785234186725e-05,0.0,2.817785234186725e-05,26.266666666666666,0.0,-0.023561760421106602,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_reference,4,0.0040000000000000001,0.125,1,1,0,0,0,0,0,0,0.00037884137041736322,0,0,0,0,0,0.0017677669529663686,0.0035355339059327372,28.092584513162723,35.89052928134239,0.297073767055382,-0.06951463882599196,0,-28.08035211085173,-28.08035211085173,-28.11704931778472,0.0,0.0,20.72139591026546,0.00043543171705193103,0.00043543171705193103,-0.0008708634341042113,0.0,0.0,0.7376108773671747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004174241031038612,0.0004174241031038612,-0.000834848206208057,0.0,0.0,0.7071064115614808,-0.004574985057183066,-0.004574985057183066,0.009149970114366128,0.0,0.0,-0.054247664573338863,-0.02353624245729561,9.199768880870982e-05,0.0017170341006001893,0.0017170341006001893,0.601,0.0,0.0,0.0,0.0,0.0,-4.047379979597389e-05,0.0,4.047379979597389e-05,26.266666666666666,0.0,-0.02353624245729561,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_reference,5,0.0050000000000000001,0.15625,1,1,0,0,0,0,0,0,0.00031090707778999452,0,0,0,0,0,0.0020786740307563631,0.0041573480615127263,28.559814330620043,36.48455201577026,0.28577342671345307,-0.08730257603883418,0,-28.555190030199128,-28.555190030199128,-28.56906293146188,0.0,0.0,21.064364404795576,0.0001619163334671113,0.0001619163334671113,-0.00032383266693438226,0.0,0.0,0.7375525681275766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015523250009598903,0.00015523250009598903,-0.00031046500019213114,0.0,0.0,0.7071067300688155,-0.004555560066687616,-0.004555560066687616,0.009111120133375235,0.0,0.0,-0.06788733615571536,-0.023519723925424407,0.00014369432813926048,0.0021453258173619915,0.0021453258173619915,0.601,0.0,0.0,0.0,0.0,0.0,-5.055417748413104e-05,0.0,5.055417748413104e-05,26.266666666666666,0.0,-0.023519723925424407,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
cyclic_bias025_reference,6,0.0060000000000000001,0.1875,1,1,0,0,0,0,0,0,0.00023102480052185391,0,0,0,0,0,0.0023096988312782171,0.0046193976625564341,28.910006272971824,36.93047533397411,0.2771248813401386,-0.1006347565852217,0,-28.907507036260505,-28.907507036260505,-28.915004746394455,0.0,0.0,21.321819435948807,8.644884707797837e-05,8.644884707797837e-05,-0.00017289769415613005,0.0,0.0,0.7375238605839646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.288350791308094e-05,8.288350791308094e-05,-0.00016576701582632806,0.0,0.0,0.7071067666137641,-0.004537377331496525,-0.004537377331496525,0.009074754662993057,0.0,0.0,-0.07795430278904551,-0.0235111738008352,0.00016203319554949764,0.0024635797551855595,0.0024635797551855595,0.601,0.0,0.0,0.0,0.0,0.0,-5.803942223992055e-05,0.0,5.803942223992055e-05,26.266666666666666,0.0,-0.0235111738008352,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_reference,7,0.0070000000000000001,0.21875,1,1,0,0,0,0,0,0,0.00014226436972985916,0,0,0,0,0,0.0024519632010080762,0.0049039264020161524,29.1269580811217,37.20717279061058,0.2717362996076732,-0.10889434318991253,0,-29.12516311383601,-29.12516311383601,-29.130548015693073,0.0,0.0,21.48157100146685,6.162563494241959e-05,6.162563494241959e-05,-0.00012325126988454676,0.0,0.0,0.737515086252343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9084762764337896e-05,5.9084762764337896e-05,-0.00011816952552839543,0.0,0.0,0.7071067737809986,-0.004525581444609987,-0.004525581444609987,0.009051162889219982,0.0,0.0,-0.08412347588182091,-0.023508148389357164,0.00016124147004772734,0.002659561161833566,0.002659561161833566,0.601,0.0,0.0,0.0,0.0,0.0,-6.264717515335399e-05,0.0,6.264717515335399e-05,26.266666666666666,0.0,-0.023508148389357164,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
cyclic_bias025_reference,8,0.0080000000000000002,0.25,1,1,0,0,0,0,0,0,4.8036798991923837e-05,0,0,0,0,0,0.0025000000000000001,0.0050000000000000001,29.20044280196395,37.30104401136921,0.26990769897143063,-0.11169198484634335,0,-29.198818182374538,-29.198818182374538,-29.203692041142773,0.0,0.0,21.535767617180518,5.563681346999596e-05,5.563681346999596e-05,-0.00011127362693977627,0.0,0.0,0.7375151042480792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.334286379466561e-05,5.334286379466561e-05,-0.00010668572758912445,0.0,0.0,0.7071067751504129,-0.0045215374196506475,-0.0045215374196506475,0.009043074839301304,0.0,0.0,-0.08620053223293558,-0.023507875439703414,0.00015693203825916613,0.0027257362324917015,0.0027257362324917015,0.601,0.0,0.0,0.0,0.0,0.0,-6.420282853406164e-05,0.0,6.420282853406164e-05,26.266666666666666,0.0,-0.023507875439703414,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_reference,9,0.0090000000000000011,0.28125,1,1,1,0,0,0,0,0,-4.8036798991923837e-05,0,0,0,0,0,0.0024519632010080762,0.0049039264020161524,29.907800352954116,33.670160321413384,0.25222376019667647,-0.13862184084850693,0,-29.906175733364705,-29.906175733364705,-29.91104959213294,0.0,0.0,19.43947592156384,5.432093200573998e-05,5.432093200573998e-05,-0.00010864186401124239,0.0,0.0,0.6499801286671262,5.563681346999596e-05,5.563681346999596e-05,-0.00011127362693977627,0.0,0.0,0.7375151042480792,0.0,0.0,0.0,0.0,0.0,0.0,5.3334493901372066e-05,5.3334493901372066e-05,-0.00010666898780918166,0.0,0.0,-0.7071067751523071,-0.0045215374196506475,-0.0045215374196506475,0.009043074839301304,0.0,0.0,-0.08620053223293558,0.025163532735049465,19.548149370812986,0.0027257362324917015,0.0,0.601,1.0,0.0,0.0,0.0,-1.4846078409371128e-05,-7.904890694343277e-05,0.0,6.420282853406164e-05,26.266666666666666,0.0059026841748309735,0.01926084856021849,0.0016246195894105142,0.0016246195894105142,-0.003249239178824581,0.0,0.0,21.535767617180518,0.8919691515446126,12.0,1.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,-0.2930140222279709,-0.2930140222279709,0.5860280444559416,0.0,0.0,0.49237013347009445,0.5384061785684372,1.0,0.0,0.0,-1.4846078409371128e-05,0.0,0.0,0.0,0.0,0.0,-0.7071067811865475
