case_id,step,time_s,path_coordinate,nsub,accepted_substeps,reversal_registered,deps_xx,deps_yy,deps_zz,deps_xy,deps_yz,deps_xz,strain_total_xx,strain_total_yy,strain_total_zz,strain_total_xy,strain_total_yz,strain_total_xz,engineering_gamma_xz,mean_effective_pressure,q,ru_vertical,ru_mean,compatibility_residual,stress_xx,stress_yy,stress_zz,stress_xy,stress_yz,stress_xz,alpha_xx,alpha_yy,alpha_zz,alpha_xy,alpha_yz,alpha_xz,alpha0_xx,alpha0_yy,alpha0_zz,alpha0_xy,alpha0_yz,alpha0_xz,alpha01_xx,alpha01_yy,alpha01_zz,alpha01_xy,alpha01_yz,alpha01_xz,n_xx,n_yy,n_zz,n_xy,n_yz,n_xz,fabric_xx,fabric_yy,fabric_zz,fabric_xy,fabric_yz,fabric_xz,D,beta,lambda_total,ep_eq_since_reversal,void_ratio,reversals,pressure_floor_hits,denominator_floor_hits,beta_fallbacks,eps_v_total,eps_v_confining,eps_v_irreversible,eps_v_reversible,pressure_anchor,D_ir,D_re,last_reversal_deviator_xx,last_reversal_deviator_yy,last_reversal_deviator_zz,last_reversal_deviator_xy,last_reversal_deviator_yz,last_reversal_deviator_xz,cyclic_amplitude,amplitude_factor,amplitude_reversals,initial_relative_state,state_contraction_factor,effective_knee_ratio,geostatic_deviator_xx,geostatic_deviator_yy,geostatic_deviator_zz,geostatic_deviator_xy,geostatic_deviator_yz,geostatic_deviator_xz,static_bias_tensor_xx,static_bias_tensor_yy,static_bias_tensor_zz,static_bias_tensor_xy,static_bias_tensor_yz,static_bias_tensor_xz,cyclic_direction_xx,cyclic_direction_yy,cyclic_direction_zz,cyclic_direction_xy,cyclic_direction_yz,cyclic_direction_xz,static_bias_index,cyclic_phase_active,bias_ratchet_strain,physical_eps_v_total,bias_reversible_volume,last_host_deviatoric_strain_direction_xx,last_host_deviatoric_strain_direction_yy,last_host_deviatoric_strain_direction_zz,last_host_deviatoric_strain_direction_xy,last_host_deviatoric_strain_direction_yz,last_host_deviatoric_strain_direction_xz
cyclic_bias025_four_substeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.266666666666666,26.913936910084338,0.0,0.0,0,-19.4,-19.4,-40.0,0.0,0.0,10.0,0.2614213197969544,0.2614213197969544,-0.5228426395939088,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022762513538476494,1000.0,0.0,0.0,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.266666666666666,0.022762513538476494,0.0,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cyclic_bias025_four_substeps,1,0.001,0.03125,4,4,0,0,0,0,0,0,0.00048772580504032064,0,0,0,0,0,0.00048772580504032064,0.00097545161008064129,26.705113594940894,34.12394798497515,0.16854920153441721,-0.016692141939374183,0,-23.428654423099683,-23.428654423099683,-33.25803193862331,0.0,0.0,18.866435485084867,0.12269032895864232,0.12269032895864232,-0.24538065791728456,0.0,0.0,0.7064727666486686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11759561258279112,0.11759561258279112,-0.23519122516558216,0.0,0.0,0.6771364823311724,-0.0038303024331883184,-0.0038303024331883184,0.007660604866376635,0.0,0.0,-0.01184663851022457,-0.02357440124541493,1e-06,0.00043362823470381837,0.00043362823470381837,0.601,0.0,0.0,0.0,0.0,0.0,-9.88157682730215e-06,0.0,9.88157682730215e-06,26.266666666666666,0.0,-0.02357440124541493,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
cyclic_bias025_four_substeps,2,0.002,0.0625,4,4,0,0,0,0,0,0,0.00046898277587240387,0,0,0,0,0,0.00095670858091272452,0.001913417161825449,27.374601319485816,34.97798297654684,0.25911771807501016,-0.042180253279916924,0,-26.24425634072892,-26.24425634072892,-29.635291276999595,0.0,0.0,20.09942101295949,0.041291742135886,0.041291742135886,-0.08258348427177187,0.0,0.0,0.7342361183047551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039578732043067937,0.039578732043067937,-0.07915746408613573,0.0,0.0,0.7037759387117388,-0.006170512429070971,-0.006170512429070971,0.012341024858141937,0.0,0.0,-0.03184564827332274,-0.023564114148837904,1e-06,0.001065233083149425,0.001065233083149425,0.601,0.0,0.0,0.0,0.0,0.0,-2.4768845684102554e-05,0.0,2.4768845684102554e-05,26.266666666666666,0.0,-0.023564114148837904,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_four_substeps,3,0.0030000000000000001,0.09375,4,4,0,0,0,0,0,0,0.00043221700163628089,0,0,0,0,0,0.0013889255825490054,0.0027778511650980108,28.01366327647088,35.79316294976221,0.27841208937792106,-0.06651002321589639,0,-27.588736702264736,-27.588736702264736,-28.86351642488316,0.0,0.0,20.652081820864385,0.015168547219707704,0.015168547219707704,-0.030337094439415513,0.0,0.0,0.7372146090657983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014539833856186912,0.014539833856186912,-0.029079667712373924,0.0,0.0,0.7066581774056702,-0.006890373168986219,-0.006890373168986219,0.013780746337972431,0.0,0.0,-0.05085557958333051,-0.023554458204717042,1e-06,0.0016590878864580663,0.0016590878864580663,0.601,0.0,0.0,0.0,0.0,0.0,-3.8760356999159945e-05,0.0,3.8760356999159945e-05,26.266666666666666,0.0,-0.023554458204717042,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_four_substeps,4,0.0040000000000000001,0.125,4,4,0,0,0,0,0,0,0.00037884137041736322,0,0,0,0,0,0.0017677669529663686,0.0035355339059327372,28.582763571793777,36.519066425308694,0.27624328193701664,-0.08817627811397633,0,-28.399010996431,-28.399010996431,-28.950268722519336,0.0,0.0,21.08189055007114,0.006428789676030872,0.006428789676030872,-0.012857579352061796,0.0,0.0,0.7375735553743062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006162534979935699,0.006162534979935699,-0.012325069959871449,0.0,0.0,0.7070262155591285,-0.007099828444298845,-0.007099828444298845,0.014199656888597683,0.0,0.0,-0.06745262255590115,-0.023545988626322713,1e-06,0.002180765421486253,0.002180765421486253,0.601,0.0,0.0,0.0,0.0,0.0,-5.104653131869635e-05,0.0,5.104653131869635e-05,26.266666666666666,0.0,-0.023545988626322713,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_four_substeps,5,0.0050000000000000001,0.15625,4,4,0,0,0,0,0,0,0.00031090707778999452,0,0,0,0,0,0.0020786740307563631,0.0041573480615127263,29.05537233269321,37.121868048239435,0.2689138667217459,-0.10616899743755881,0,-28.961335833474735,-28.961335833474735,-29.243445331130165,0.0,0.0,21.431701609393443,0.0032364582405527767,0.0032364582405527767,-0.006472916481105773,0.0,0.0,0.7376157966242414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003102503354405072,0.003102503354405072,-0.006205006708810355,0.0,0.0,0.7070863620653476,-0.007152570914638999,-0.007152570914638999,0.014305141829277992,0.0,0.0,-0.08098384999212539,-0.023539044453003706,1e-06,0.0026090274017970694,0.0026090274017970694,0.601,0.0,0.0,0.0,0.0,0.0,-6.112926755351598e-05,0.0,6.112926755351598e-05,26.266666666666666,0.0,-0.023539044453003706,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
cyclic_bias025_four_substeps,6,0.0060000000000000001,0.1875,4,4,0,0,0,0,0,0,0.00023102480052185391,0,0,0,0,0,0.0023096988312782171,0.0046193976625564341,29.409748071076134,37.57385192698051,0.2618589686490794,-0.11966045955873605,0,-29.35180147959579,-29.35180147959579,-29.525641254036824,0.0,0.0,21.69304134481439,0.001970319206417631,0.001970319206417631,-0.003940638412835233,0.0,0.0,0.7376139806566054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001888807963263817,0.001888807963263817,-0.0037776159265276057,0.0,0.0,0.7070992131330891,-0.007158573758814539,-0.007158573758814539,0.014317147517629076,0.0,0.0,-0.09098208148624876,-0.023533889216339456,1e-06,0.0029272738746806623,0.0029272738746806623,0.601,0.0,0.0,0.0,0.0,0.0,-6.861987008186036e-05,0.0,6.861987008186036e-05,26.266666666666666,0.0,-0.023533889216339456,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_four_substeps,7,0.0070000000000000001,0.21875,4,4,0,0,0,0,0,0,0.00014226436972985916,0,0,0,0,0,0.0024519632010080762,0.0049039264020161524,29.629325225501294,37.85390264864979,0.25709905730485116,-0.12801999589471924,0,-29.58596898434897,-29.58596898434897,-29.716037707805953,0.0,0.0,21.85483186742796,0.0014632881721859214,0.0014632881721859214,-0.0029265763443719877,0.0,0.0,0.73760815344583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014027703956179078,0.0014027703956179078,-0.002805540791235955,0.0,0.0,0.7071026069147615,-0.007154088635817504,-0.007154088635817504,0.014308177271635006,0.0,0.0,-0.09711434232088287,-0.02353071671547411,1e-06,0.003123252476209819,0.003123252476209819,0.601,0.0,0.0,0.0,0.0,0.0,-7.323177560129145e-05,0.0,7.323177560129145e-05,26.266666666666666,0.0,-0.02353071671547411,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
cyclic_bias025_four_substeps,8,0.0080000000000000002,0.25,4,4,0,0,0,0,0,0,4.8036798991923837e-05,0,0,0,0,0,0.0025000000000000001,0.0050000000000000001,29.703700173066466,37.94876009197047,0.25543698396206804,-0.1308515294314645,0,-29.664289938841055,-29.664289938841055,-29.78252064151728,0.0,0.0,21.90962052021041,0.0013267786166635902,0.0013267786166635902,-0.002653557233326936,0.0,0.0,0.7376057660343859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012719119710613803,0.0012719119710613803,-0.002543823942122526,0.0,0.0,0.707103349390889,-0.0071515331535727915,-0.0071515331535727915,0.014303066307145581,0.0,0.0,-0.099180459566382,-0.023529645857232655,1e-06,0.0031894267526264533,0.0031894267526264533,0.601,0.0,0.0,0.0,0.0,0.0,-7.478887717884324e-05,0.0,7.478887717884324e-05,26.266666666666666,0.0,-0.023529645857232655,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,1.0,0.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,0.0,0.0,0.0,0.0,0.0,0.0,0.5384061785684372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
cyclic_bias025_four_substeps,9,0.0090000000000000011,0.28125,4,4,1,0,0,0,0,0,-4.8036798991923837e-05,0,0,0,0,0,0.0024519632010080762,0.0049039264020161524,30.470580706689635,36.62940766626152,0.2362655662214428,-0.16004748883336184,0,-30.431182384463312,-30.431182384463312,-30.54937735114229,0.0,0.0,21.147888278588873,0.001292995450450218,0.001292995450450218,-0.002585990900900436,0.0,0.0,0.6940428369960793,0.0013267786166635902,0.0013267786166635902,-0.002653557233326936,0.0,0.0,0.7376057660343859,0.0,0.0,0.0,0.0,0.0,0.0,0.0012548675660070158,0.0012548675660070158,-0.0025097351320271443,0.0,0.0,-0.7071034407511926,-0.0071515331535727915,-0.0071515331535727915,0.014303066307145581,0.0,0.0,-0.099180459566382,0.036502847336935415,56.63744935433459,0.003190849313327423,1.4225607009699259e-06,0.601,1.0,0.0,0.0,0.0,-1.5952841911720738e-05,-9.06983615168289e-05,-1.1444578219648859e-08,7.475696418332781e-05,26.266666666666666,0.014075758081937076,0.022427089254998343,0.03941023422541079,0.03941023422541079,-0.07882046845081447,0.0,0.0,21.90962052021041,0.9036139276031103,12.0,1.0,0.44056333229410505,1.0000000000383171,0.8499999999814604,6.866666666666667,6.866666666666667,-13.733333333333334,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3807106598984772,-0.2876459981737324,-0.2876459981737324,0.575291996347465,0.0,0.0,0.5017761843729847,0.5384061785684372,1.0,0.0,0.0,-1.5952841911720738e-05,0.0,0.0,0.0,0.0,0.0,-0.7071067811865475
